Therapeutic_Properties,Evidence_Level,Data_Quality_Score,Data_Source,Interaction_ID,Target_Name,Herb_Name,Compound_Name,Ki_nM,Is_Synthetic,IC50_nM,Species,Confidence_Score,Action_Type
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,fab8fa65c191bfe7,COX-2,Turmeric,demethoxycurcumin,123.95,1,339.08,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,33357472e73b06c1,STAT3,Turmeric,demethoxycurcumin,406.74,1,589.0,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,87132e8864bb42bb,Inflammatory cytokines,Turmeric,demethoxycurcumin,453.68,1,637.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2a5c31fa3684d9ae,NF-kB,Turmeric,demethoxycurcumin,160.14,1,452.15,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,58ce7beeee42dc6f,COX-2,Turmeric,demethoxycurcumin,226.32,1,474.46,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f109168604ed7e28,STAT3,Turmeric,demethoxycurcumin,52.71,1,155.28,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e386b2cae15da3ca,Inflammatory cytokines,Turmeric,demethoxycurcumin,179.76,1,406.06,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6fd3dd5967b01859,COX-2,Turmeric,turmerone,105.39,1,265.47,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,69be8bc55054cfcf,5-LOX,Turmeric,turmerone,81.88,1,108.85,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,42ff7434ab3da002,NF-kB,Turmeric,turmerone,189.84,1,475.05,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,a3f2c6652df4b195,Neuroinflammatory pathways,Turmeric,turmerone,363.31,1,938.12,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,87a977be53b1cb5c,NF-kB,Turmeric,curcumin,375.4,1,981.3,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d794bc3b1964c6df,COX-2,Turmeric,curcumin,115.17,1,244.35,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,b5bb5ab501e587ff,STAT3,Turmeric,curcumin,97.35,1,289.82,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,00b92660775005e3,AKT,Turmeric,curcumin,375.67,1,1037.15,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,0c9218deb7ada838,MAPK,Turmeric,curcumin,383.99,1,478.98,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,3b7b14b388644de4,TNF-alpha,Turmeric,curcumin,281.36,1,631.44,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,7ae19a558cb000f3,NF-kB,Turmeric,curcumin,463.0,1,815.61,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,c37b56533ce472e5,COX-2,Turmeric,curcumin,438.91,1,1118.4,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f1814c74d699a36b,STAT3,Turmeric,curcumin,353.96,1,1053.88,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,8dfddfddf7674698,AKT,Turmeric,curcumin,369.43,1,730.53,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,820377d3b088f213,MAPK,Turmeric,curcumin,209.22,1,302.6,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,b705da2ebc21059d,TNF-alpha,Turmeric,curcumin,448.59,1,707.11,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,5890f2a4ba1f92d3,NF-kB,Turmeric,demethoxycurcumin,171.2,1,494.68,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6c81e7a79f1d0e99,COX-2,Turmeric,demethoxycurcumin,391.71,1,568.45,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,8bd1e6152b92e439,STAT3,Turmeric,demethoxycurcumin,239.98,1,647.94,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,0a5c78bcdc14cf89,Inflammatory cytokines,Turmeric,demethoxycurcumin,311.8,1,599.25,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,3010296d4e33ec8a,NF-kB,Turmeric,curcumin,80.27,1,199.74,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d59c9aa561674c8a,COX-2,Turmeric,curcumin,341.14,1,544.5,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,1be828d039ef0fb7,STAT3,Turmeric,curcumin,497.85,1,709.82,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,5f4c7c14a78c905b,AKT,Turmeric,curcumin,452.88,1,1215.97,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,8974d863de019634,MAPK,Turmeric,curcumin,45.8,1,70.7,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6f65354b7fe561d4,TNF-alpha,Turmeric,curcumin,339.72,1,832.14,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,67b650e1bba2d7ea,NF-kB,Turmeric,curcumin,408.68,1,960.18,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,8af1fc03eb879b13,COX-2,Turmeric,curcumin,238.41,1,694.23,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,b4d2f2e847baec3e,STAT3,Turmeric,curcumin,144.74,1,396.66,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,ff091d50e611f64d,AKT,Turmeric,curcumin,271.17,1,419.63,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,fc08a6331a3f0697,MAPK,Turmeric,curcumin,51.36,1,75.87,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,126294974b72dae5,TNF-alpha,Turmeric,curcumin,493.44,1,1217.67,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6962ba1dd4733caa,COX-2,Turmeric,turmerone,427.95,1,708.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e48b195d459f35ea,5-LOX,Turmeric,turmerone,134.71,1,392.71,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,ef2b09bc3c6ddbd8,NF-kB,Turmeric,turmerone,466.95,1,605.73,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,dd4ebdb9331f7551,Neuroinflammatory pathways,Turmeric,turmerone,354.02,1,897.87,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,27517f80755a4756,COX-2,Turmeric,turmerone,162.04,1,377.53,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,45aa5df11cbf3c4c,5-LOX,Turmeric,turmerone,370.76,1,855.37,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,aedbc00d5efb02b3,NF-kB,Turmeric,turmerone,162.4,1,400.39,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d0de5bfad17d25b9,Neuroinflammatory pathways,Turmeric,turmerone,323.84,1,937.76,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,b667ec95c6d575f7,NF-kB,Turmeric,bisdemethoxycurcumin,270.52,1,409.15,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,88209c3e3e37772d,COX-2,Turmeric,bisdemethoxycurcumin,132.11,1,336.75,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,aa71df3eac63b828,STAT3,Turmeric,bisdemethoxycurcumin,1.81,1,2.66,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,9002f27e7ba8a7ff,Cell signaling,Turmeric,bisdemethoxycurcumin,45.38,1,61.67,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,764a440e62e26902,NF-kB,Turmeric,bisdemethoxycurcumin,194.25,1,320.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,36940cb578572696,COX-2,Turmeric,bisdemethoxycurcumin,233.33,1,508.68,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,154e680150e130e9,STAT3,Turmeric,bisdemethoxycurcumin,22.87,1,40.24,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d8b296752c7fbae5,Cell signaling,Turmeric,bisdemethoxycurcumin,13.55,1,33.18,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,987740be106254d6,COX-2,Turmeric,turmerone,317.86,1,566.48,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,7518a537d71a38f8,5-LOX,Turmeric,turmerone,154.61,1,366.26,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,ba3b918dd202face,NF-kB,Turmeric,turmerone,183.48,1,418.33,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,a22c471a26e05c73,Neuroinflammatory pathways,Turmeric,turmerone,79.2,1,168.76,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6059e0dc56deacc5,NF-kB,Turmeric,bisdemethoxycurcumin,498.01,1,958.22,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,7d528f188a63877e,COX-2,Turmeric,bisdemethoxycurcumin,497.24,1,826.5,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2d68cdf26b105071,STAT3,Turmeric,bisdemethoxycurcumin,282.74,1,690.47,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f5ed078b3679930d,Cell signaling,Turmeric,bisdemethoxycurcumin,236.08,1,535.46,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,3d03b59366d53c70,NF-kB,Turmeric,bisdemethoxycurcumin,499.46,1,1074.72,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,500ffdccb55d873a,COX-2,Turmeric,bisdemethoxycurcumin,129.93,1,219.28,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,c82a86ec53571c48,STAT3,Turmeric,bisdemethoxycurcumin,175.01,1,293.38,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d55465eaad8002e7,Cell signaling,Turmeric,bisdemethoxycurcumin,315.13,1,718.56,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,3c0783ead347684e,NF-kB,Turmeric,demethoxycurcumin,137.25,1,256.87,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,79153766b81da165,COX-2,Turmeric,demethoxycurcumin,265.98,1,547.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,eb055175b254eb7e,STAT3,Turmeric,demethoxycurcumin,274.43,1,561.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,91dfead4a9fea90d,Inflammatory cytokines,Turmeric,demethoxycurcumin,45.68,1,70.75,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,a5a855312efacee9,NF-kB,Turmeric,curcumin,326.94,1,598.75,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,9e08c440fcd6d15f,COX-2,Turmeric,curcumin,362.17,1,531.55,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,430162ba6f8e1a85,STAT3,Turmeric,curcumin,329.9,1,439.91,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2f7107a16d2aa182,AKT,Turmeric,curcumin,445.95,1,1337.45,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,32c41ec9cb403fec,MAPK,Turmeric,curcumin,411.12,1,497.67,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,949a25e3f4862d7f,TNF-alpha,Turmeric,curcumin,187.65,1,371.87,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,dc9e674ffcec2c23,COX-2,Turmeric,turmerone,276.61,1,365.79,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,c097ee70498cd67c,5-LOX,Turmeric,turmerone,189.39,1,311.53,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,0244a482ae788d13,NF-kB,Turmeric,turmerone,9.48,1,12.57,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,11944b0fa3e2965e,Neuroinflammatory pathways,Turmeric,turmerone,397.61,1,1037.7,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,41a583147899ee84,NF-kB,Turmeric,curcumin,249.34,1,446.23,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,caf41333894f5eec,COX-2,Turmeric,curcumin,334.37,1,935.54,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,a3fbed761583aa4a,STAT3,Turmeric,curcumin,301.38,1,842.18,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,286e8c2f77730813,AKT,Turmeric,curcumin,429.37,1,1083.29,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,403e0efa5725fd3c,MAPK,Turmeric,curcumin,376.51,1,466.02,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,730d0b3bdb0134c1,TNF-alpha,Turmeric,curcumin,132.39,1,381.56,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2d76f54dea06c709,COX-2,Turmeric,turmerone,331.53,1,477.51,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,6b5f193d5ec3a7e3,5-LOX,Turmeric,turmerone,495.2,1,1195.09,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2a78b5180f460f3d,NF-kB,Turmeric,turmerone,498.31,1,933.48,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d3fe2fa29cb8dafc,Neuroinflammatory pathways,Turmeric,turmerone,443.29,1,986.42,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,96874dd6710f9134,COX-2,Turmeric,turmerone,160.67,1,424.16,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,42f6b1d9abf6958d,5-LOX,Turmeric,turmerone,98.44,1,206.12,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,81a80ea3dabe43fc,NF-kB,Turmeric,turmerone,141.95,1,278.33,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,57c1956900ffb9c9,Neuroinflammatory pathways,Turmeric,turmerone,165.42,1,487.25,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,c559d46f5ed3afe7,COX-2,Turmeric,turmerone,105.52,1,271.67,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,d1c2ef7b548ede09,5-LOX,Turmeric,turmerone,125.4,1,317.72,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,cff05ec281850476,NF-kB,Turmeric,turmerone,30.88,1,41.37,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,4e274d6872bc7b02,Neuroinflammatory pathways,Turmeric,turmerone,8.99,1,21.07,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,c6373ded7e9f4723,NF-kB,Turmeric,demethoxycurcumin,117.08,1,257.2,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,efc62f28090f0718,COX-2,Turmeric,demethoxycurcumin,41.72,1,73.64,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,37de7f225e4c9bf3,STAT3,Turmeric,demethoxycurcumin,455.84,1,1239.55,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f6a3b95e1d694f98,Inflammatory cytokines,Turmeric,demethoxycurcumin,452.3,1,1305.71,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e56609b98d122fcb,COX-2,Turmeric,turmerone,473.54,1,1312.23,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,776bf308702f81e3,5-LOX,Turmeric,turmerone,475.69,1,896.79,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e38f1cfb725ed1bb,NF-kB,Turmeric,turmerone,342.42,1,928.72,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e223d6e109a17c3d,Neuroinflammatory pathways,Turmeric,turmerone,481.35,1,1368.39,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,94486bf47a4b2d12,NF-kB,Turmeric,demethoxycurcumin,485.16,1,583.4,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,159ca7d5712ff8d6,COX-2,Turmeric,demethoxycurcumin,348.27,1,578.34,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f568e5b706cb7939,STAT3,Turmeric,demethoxycurcumin,117.7,1,237.21,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,cde41e5f59a7e9ba,Inflammatory cytokines,Turmeric,demethoxycurcumin,341.75,1,997.46,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,e00755dd9c920053,COX-2,Turmeric,turmerone,366.34,1,1033.62,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f00ca162d4d98988,5-LOX,Turmeric,turmerone,139.26,1,258.81,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,f65e3f2ceb3a3bae,NF-kB,Turmeric,turmerone,489.59,1,658.55,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,2c68dd75af1a01c8,Neuroinflammatory pathways,Turmeric,turmerone,348.4,1,569.96,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,a7741ec54af18f09,COX-2,Turmeric,turmerone,134.86,1,377.12,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,b369313474996c60,5-LOX,Turmeric,turmerone,341.16,1,783.16,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,05482702055c1e6e,NF-kB,Turmeric,turmerone,233.36,1,457.3,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,985f02c4977ee753,Neuroinflammatory pathways,Turmeric,turmerone,106.87,1,160.04,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,ec17908ada0c206f,COX-2,Turmeric,turmerone,448.75,1,923.19,,,
"anti-inflammatory, antioxidant, neuroprotective",augmented,0.64,Super_Augmentation,9797fd4ff0590083,5-LOX,Turmeric,turmerone,341.69,1,812.1,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,d2ad808bd66a0940,Immune modulators,Ashwagandha,sitoindoside IX,986.39,1,2655.2,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,a40e21e370ff0bca,Cortisol,Ashwagandha,sitoindoside IX,476.04,1,1047.27,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,fc1e43265a61d321,Stress pathways,Ashwagandha,sitoindoside IX,315.02,1,812.14,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,7d27c4450c27c432,Immune modulators,Ashwagandha,sitoindoside IX,1180.69,1,1651.16,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,61bcf6ae80ea43f5,Cortisol,Ashwagandha,sitoindoside IX,1943.79,1,5641.85,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,87ad6c67357aae14,Stress pathways,Ashwagandha,sitoindoside IX,32.95,1,96.97,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,592bce2fae852285,GABAA receptor,Ashwagandha,withanolide A,782.34,1,2281.79,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,ff358367ac51bdd7,Acetylcholinesterase,Ashwagandha,withanolide A,549.08,1,765.77,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,8e1ef900a20ebaa7,Cortisol receptor,Ashwagandha,withanolide A,792.83,1,1979.7,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,9366ab069462d317,GABA,Ashwagandha,withanolide A,1993.48,1,5405.1,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,92be911451b92a73,Serotonin receptor,Ashwagandha,withanolide A,644.74,1,1775.97,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,adca99c3f58d5f29,PARP,Ashwagandha,withanone,1924.56,1,4884.13,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,a9ed50ca7959c9d3,Caspase-3,Ashwagandha,withanone,809.75,1,2172.97,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,37f4224234b31222,p53,Ashwagandha,withanone,343.89,1,711.31,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,7e79cdd0e4cf1dca,DNA repair,Ashwagandha,withanone,307.66,1,791.53,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,b7988cba313b9596,NF-kB,Ashwagandha,withaferin A,40.41,1,52.07,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,4e7e87e22bbaf3b9,STAT3,Ashwagandha,withaferin A,351.34,1,640.73,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,98fb46a0dcce822b,Notch1,Ashwagandha,withaferin A,1945.3,1,3095.27,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,6fda188fd66135d6,PARP,Ashwagandha,withaferin A,657.71,1,1241.16,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,5db839b7b5c68bf1,Caspase-3,Ashwagandha,withaferin A,1088.73,1,2097.02,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,b8a8791c0baacc40,NF-kB,Ashwagandha,withaferin A,946.21,1,2055.76,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,b97f519ef9b7b4e0,STAT3,Ashwagandha,withaferin A,1411.39,1,2299.59,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,8e0c821b7d9febd9,Notch1,Ashwagandha,withaferin A,1251.68,1,1584.59,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,217462303b8035ea,PARP,Ashwagandha,withaferin A,1572.54,1,3974.4,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,5f19de99ab22e5f6,Caspase-3,Ashwagandha,withaferin A,834.74,1,2345.26,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,ebf8d9cbab1065db,NF-kB,Ashwagandha,withaferin A,189.12,1,242.82,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,97fd9c44f4ab524b,STAT3,Ashwagandha,withaferin A,653.94,1,1585.21,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,93ca029e86d39893,Notch1,Ashwagandha,withaferin A,1993.61,1,5234.18,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,66e33ed0d24b6ed3,PARP,Ashwagandha,withaferin A,418.7,1,1212.21,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,39fab7b7292da501,Caspase-3,Ashwagandha,withaferin A,176.48,1,396.8,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,87132637fbf73b19,GABAA receptor,Ashwagandha,withanolide A,295.68,1,852.38,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,7dbeda5620afd6b9,Acetylcholinesterase,Ashwagandha,withanolide A,1234.56,1,3135.73,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,37324a7fb9d419fd,Cortisol receptor,Ashwagandha,withanolide A,72.31,1,177.27,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,e6b28caf90dd3730,GABA,Ashwagandha,withanolide A,568.17,1,1259.58,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,5e5365cd96df40b5,Serotonin receptor,Ashwagandha,withanolide A,1488.68,1,3486.09,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,79b02b95a0ff2f1b,GABAA receptor,Ashwagandha,withanolide A,1470.48,1,2054.26,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,48493a3500cb34a0,Acetylcholinesterase,Ashwagandha,withanolide A,894.35,1,2129.31,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,76b30670109f465c,Cortisol receptor,Ashwagandha,withanolide A,118.5,1,199.52,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,057d534294bc3b20,GABA,Ashwagandha,withanolide A,1239.58,1,2683.22,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,364f36e2e9328d8f,Serotonin receptor,Ashwagandha,withanolide A,772.41,1,2191.94,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,35b2086368b37e13,NF-kB,Ashwagandha,withaferin A,1164.91,1,3434.32,,,
"adaptogenic, neuroprotective, anti-inflammatory",augmented,0.56,Super_Augmentation,c295a78679857747,STAT3,Ashwagandha,withaferin A,52.62,1,121.23,,,
